,16570000,16575000,16580000,16585000,16590000,16595000,16600000,16605000,16610000,16615000,16620000,16625000,16630000,16635000,16640000,16645000,16650000,16655000,16660000,16665000,16670000,16675000,16680000,16685000,16690000,16695000,16700000,16705000,16710000,16715000,16720000,16725000,16730000,16735000,16740000,16745000,16750000,16755000,16760000,16765000,16770000,16775000,16780000,16785000,16790000,16795000,16800000,16805000,16810000,16815000,16820000,16825000,16830000,16835000,16840000,16845000,16850000,16855000,16860000,16865000,16870000,16875000,16880000,16885000,16890000,16895000,16900000,16905000,16910000,16915000,16920000,16925000,16930000,16935000,16940000,16945000,16950000,16955000,16960000,16965000,16970000,16975000,16980000,16985000,16990000,16995000,17000000,17005000,17010000,17015000,17020000,17025000,17030000,17035000,17040000,17045000,17050000,17055000,17060000,17065000,17070000,17075000,17080000,17085000,17090000,17095000
16570000,59.71039,61.141365,57.778126,39.81098,29.372458,30.071152,28.144882,19.703827,21.544863,20.40904,17.482687,10.247578,12.015561,12.193578,8.916594,7.238852,6.490321,6.441544,5.498825,5.474151,5.2536464,5.811725,4.1254296,5.9495583,4.9644947,5.5160136,3.9809499,4.559324,3.5668566,5.7909117,1.9625789,3.0665565,0.83975005,6.1682506,2.6334608,2.9348211,3.737571,0.0,3.5014327,5.498156,3.4122677,3.3760881,0.8323397,2.174974,4.240378,1.699466,0.85508376,3.914037,0.9630265,1.7950281,3.088012,2.6954398,1.1009417,0.6263839,2.1831079,1.9741026,2.6086042,2.4969304,2.1761403,2.0524278,0.9391478,0.8704784,3.0027864,0.0,1.708803,0.7648407,0.0,1.0556314,0.0,2.3415916,2.0453262,3.3089979,1.8694053,0.8958513,3.120402,2.0748243,4.522214,6.0616145,1.0298206,1.3006498,0.0,1.6526104,1.6527641,2.8879936,0.0,0.0,0.62325287,1.4742758,0.5807007,0.99671,1.8766869,2.0912416,1.606831,0.55557007,0.68565243,1.2888386,0.7061479,1.3967046,0.9723458,0.0,0.0,2.0492392,2.4488883,2.775441,1.1885651,0.5883353
16575000,61.141308,53.722515,84.432396,61.38219,50.319675,57.653347,49.677814,47.843906,36.09142,21.595339,25.412668,20.34863,9.307378,9.383553,11.664937,6.764331,9.729071,3.2411592,12.364231,2.2379496,8.5912285,2.7153785,13.49249,6.4861655,8.118372,3.0067623,1.6274962,2.4852748,4.3746276,3.5511758,4.0117297,4.011759,6.8661637,2.8819582,4.30647,1.1998197,2.4447973,6.9211197,0.0,2.9970236,5.5800266,7.361155,2.7222304,4.742266,1.1557025,4.631858,0.0,2.1335206,6.2992954,4.892307,1.2624501,1.7631289,1.8003557,1.0243142,4.7599974,0.0,0.0,0.0,3.5586107,1.1187699,1.535778,2.8469665,0.0,2.011316,0.0,0.0,1.5211323,0.0,1.819828,1.91459,0.0,2.164461,0.0,2.9299493,3.061651,0.0,1.848784,1.9824967,6.736182,1.0634644,4.936808,0.90083027,0.900913,7.8711567,0.0,0.0,0.0,2.4108665,1.8992207,0.0,0.0,0.85494477,0.8758773,0.0,2.2424762,1.0538129,2.3095026,0.0,0.7950312,0.0,0.0,0.0,1.001159,0.0,1.9436446,0.0
16580000,57.778137,84.43247,40.621693,65.14917,66.24597,57.107395,45.27063,63.136005,30.097712,27.76916,22.466007,19.349695,16.717543,12.640749,7.8570404,10.251426,11.914772,8.732463,4.5425706,12.059144,17.360111,10.973826,9.087999,10.92205,4.687029,6.0757017,4.3848596,1.6739793,3.9287696,6.3784666,4.3234143,4.0532403,9.249544,3.8823447,3.8675532,4.8489065,8.233575,0.0,7.713398,6.056035,5.011312,6.1977234,3.66717,7.9855065,4.6706123,3.7438002,3.7673829,2.8741138,2.1214747,1.3181064,1.7006651,2.3751411,0.0,4.139624,0.0,1.4496002,0.0,0.0,3.195917,0.0,2.0688796,3.8352034,0.0,2.7094877,5.6465507,1.6848922,4.0982947,2.3254778,2.4515224,0.0,0.0,0.0,2.059076,1.9734946,1.3748049,4.5706816,2.4905326,2.6706636,2.2686117,0.0,0.0,1.2135246,1.2136385,4.2413507,0.0,0.0,4.1189327,0.0,1.2792377,0.0,0.0,0.0,1.1799091,0.0,0.0,1.4196084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528525,0.0,0.0
16585000,39.81098,61.38226,65.14913,37.09572,86.954056,83.4869,71.93744,59.634956,40.701694,26.917486,23.756662,16.411713,20.624313,8.772087,15.751413,8.431421,5.512186,7.0699096,9.807242,5.5789957,10.708538,3.384584,3.3635476,6.063517,0.0,9.369462,8.114366,6.195546,5.452745,5.901816,7.00058,6.2505755,1.7116647,0.0,7.1570725,2.9910269,6.0946493,2.1567106,3.5684886,7.4712815,4.6368246,0.0,1.6965632,2.9555027,7.2026396,8.082718,3.4858484,2.6593318,0.0,4.878415,1.5735773,5.494126,2.2440526,2.5535161,1.4832785,4.023822,0.0,0.0,1.478545,4.1834674,0.0,3.5486014,0.0,2.507004,1.7415293,1.5589783,1.8960176,4.3033986,4.5366554,4.772884,0.0,2.6978896,5.7156253,0.9130091,5.0882673,4.229116,0.0,2.4710872,2.0990803,3.976685,0.0,1.122839,0.0,0.0,0.0,0.0,1.2703778,0.0,1.1836402,3.047402,1.9126277,1.0656458,0.0,1.1324227,1.3975701,0.0,0.0,1.4234545,0.0,1.5893302,0.0,0.0,1.2478954,0.0,1.211326,0.0
16590000,29.372477,50.319717,66.245964,86.95409,50.83287,89.01603,58.78602,68.84131,40.82981,30.842655,26.169746,17.428963,19.813255,16.180084,6.704646,7.1278524,3.3890665,6.209723,6.891195,6.8602896,6.5839443,3.1214268,3.1020145,8.69876,3.5551817,5.760631,6.2362175,3.8092127,3.3525286,4.5357833,2.4595253,3.8430517,5.2619386,5.521531,5.5004916,0.0,0.9367943,2.652023,0.0,2.2967935,4.9890256,4.936118,1.0431026,7.26855,4.428413,4.259591,3.2148182,3.2700794,3.6206322,2.9994051,2.9024587,6.0803323,2.7594364,3.1399646,2.7359004,2.4739757,6.538279,3.1291852,2.7271664,0.85737705,1.1769544,1.090895,5.644715,3.0827816,3.2122447,1.9170183,1.1657318,0.0,5.578554,4.4017763,5.1264524,1.65875,4.6855283,2.2453878,1.5642152,1.7334669,1.4168293,1.519303,3.8717446,0.0,1.2611197,1.3807135,0.6904219,1.2064232,4.554948,1.231766,1.562138,1.8475841,1.4554808,3.1227288,1.7639188,3.2759686,1.3424698,1.3924953,0.0,0.80759674,0.0,0.0,0.0,0.97716945,1.2611672,0.8560437,0.0,0.0,1.4895263,0.73731035
16595000,30.071146,57.65339,57.107365,83.48676,89.01607,72.25518,87.99359,72.67126,47.845646,21.192526,22.55965,14.281331,15.276364,7.330468,7.7320013,5.2843266,3.5175376,7.8262143,6.3861117,11.44343,9.762184,4.6282163,5.3660274,11.055326,3.2946088,9.395602,6.4726315,4.9420166,5.7993593,2.6901302,5.014369,3.4189115,7.802001,6.549537,4.8934393,6.1350775,3.4725296,0.9830572,1.626566,5.1082616,3.1702833,5.2278023,5.413216,3.3678942,5.252894,4.2105274,4.766682,4.2425566,1.7894707,6.1150384,1.4345157,4.507739,1.0228708,2.3278542,2.0282943,3.0568566,2.4236188,4.639733,2.69576,0.63562715,1.7451004,4.8524976,4.1847777,1.1427293,3.1752489,1.4212074,2.592692,6.8654165,2.067868,2.1755402,2.8504193,1.2297403,1.7368377,2.0808089,1.1596482,1.2851281,2.1007695,1.1263536,1.9135801,1.2084175,0.0,1.0236096,0.5118514,1.7887958,1.6884309,1.8263708,0.5790553,0.91315246,1.6185583,1.8520592,1.3077047,0.9714713,0.49762827,0.0,1.2740595,0.0,0.0,0.0,1.806785,0.0,1.8699633,0.0,1.1376138,0.0,2.7606974,0.0
16600000,28.14491,49.67777,45.270714,71.937546,58.786026,87.99369,54.362114,96.55626,52.16447,33.157795,24.104084,19.337448,16.200705,14.929671,9.041803,3.725437,8.226806,5.553504,7.1534643,3.286787,8.411704,5.31728,5.2842216,6.350633,6.8131995,4.415903,3.9837275,5.475027,4.2832146,2.8974829,3.1423187,6.3828983,3.3613415,6.3489237,6.324728,2.9368672,4.7874293,2.5411916,1.401552,4.401611,3.1870055,5.405521,1.9990133,3.4823875,2.8288906,5.895594,4.7918167,2.6111798,0.770959,2.3950446,4.944269,3.0209994,2.6441104,2.005827,1.7477057,1.5803872,2.0883396,0.0,2.322831,2.190786,0.75184274,2.7874763,0.0,1.9692923,2.735994,0.61230046,1.4893496,1.6901913,0.8909,1.8745841,0.0,0.0,3.741415,0.7171807,2.9976783,0.0,0.9050756,0.0,1.6488607,1.0412457,0.805609,2.2050214,1.7641777,1.5413377,1.4548589,0.0,0.0,1.5736595,1.3946528,0.79792553,0.37559983,0.41854048,0.0,0.44476652,0.0,0.51589596,1.1306249,1.1181458,0.7784188,0.6242208,0.40281928,1.0936918,0.9802385,0.0,1.427275,0.0
16605000,19.703783,47.843807,63.136017,59.634975,68.84129,72.67148,96.556335,61.330605,86.58661,43.031567,27.539227,25.845016,20.299332,16.116543,9.540441,9.405018,6.365718,4.2413664,7.354436,7.321444,5.621214,13.325014,7.062497,4.2438936,5.3118424,3.9346385,4.2594843,4.065271,9.541047,7.745098,2.6248622,3.2811148,0.0,5.6569934,3.756953,3.140158,3.199257,3.3963563,5.619618,6.8633227,2.434003,3.0102525,3.5623066,5.4299994,4.5370574,2.4244897,1.829823,3.4899023,4.1216226,3.201031,4.1300898,1.1536146,3.5339117,2.6808283,0.77861583,0.70407474,2.7911155,0.0,2.3283927,2.1960258,2.0097175,1.8627644,0.0,0.0,0.91418016,1.6367074,3.9811003,2.2589755,2.3814197,7.516272,3.2826366,1.416204,0.0,3.3548586,0.0,2.2199917,2.419316,2.5942917,2.203741,0.69582695,3.2301462,1.1788232,0.5894663,3.0900486,1.9444543,0.0,0.66685826,1.5774227,1.2426577,0.5332214,1.505993,1.1187781,0.5730855,1.1888822,0.73362404,2.0685217,1.5111034,1.4944239,1.0403761,0.0,1.0767547,0.73087096,0.0,0.74240685,1.2717266,0.629499
16610000,21.544851,36.091408,30.097689,40.701675,40.829857,47.84564,52.164547,86.58657,66.306885,71.220856,53.961205,41.355877,29.77518,27.692387,26.868458,17.041357,11.204729,10.2651,11.65053,6.4434876,12.367859,8.599893,5.438644,6.536212,5.342703,8.657028,6.560208,5.7244496,4.198458,6.816326,4.6201997,0.57753026,3.9537897,6.6381683,2.4798255,4.836294,2.1117084,0.9963589,4.94573,2.5886962,6.426382,5.2985435,5.4864745,2.048087,4.658493,4.800948,1.6103977,2.4571254,2.7205253,3.9440503,2.9078608,3.0458257,5.1835637,1.1796775,1.3704935,3.7178714,0.0,7.0537643,0.6830602,1.9326863,1.7687163,0.81969386,4.241408,4.632774,2.4136589,0.72022015,4.3796215,3.976183,2.0958505,1.102491,0.0,2.4927528,0.8801711,0.84358704,2.9383533,1.9537768,0.0,1.1415967,0.0,1.8371564,1.8951997,0.0,2.0751164,0.90650094,1.7112807,1.851087,1.7606758,1.8510196,0.0,1.8771235,2.208998,1.4769293,1.5130893,1.5694743,1.9369527,1.2136494,1.9948496,2.6304383,1.3734285,0.7342414,0.9476342,0.0,1.15301,0.6533795,1.6788329,1.6620344
